City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Year,Month,Day,Weekday,Pollutant_Index,Anomaly
Mumbai,18-07-2015,289.9,195.4,115.9,95.7,79.3,36,8.25,64.8,181.2,439.9,Severe,2015,7,18,5,165.4,1
Chennai,18-07-2015,375,241.5,41.8,15.8,223.4,40.3,9.18,73.1,123.6,194.4,Moderate,2015,7,18,5,165.8,1
Kolkata,18-07-2015,306.2,162.9,130.8,92.4,183.4,2.1,5.28,76.3,91.2,456.2,Severe,2015,7,18,5,145.8,1
Bangalore,18-07-2015,86.1,192.7,93.2,9.5,94.5,25.6,8.86,58.3,33.9,186.7,Moderate,2015,7,18,5,76.1,1
Delhi,19-07-2015,388,325.5,50.4,143.3,221.4,25.2,3.59,99.5,58.8,275.5,Poor,2015,7,19,6,203.02,1
Mumbai,19-07-2015,258.2,116.7,7.3,116.7,0.7,26.7,4.3,64.7,147.6,408.2,Severe,2015,7,19,6,140.78,1
Chennai,19-07-2015,463.1,253.5,75.2,41.8,64.1,42.1,1.81,55.9,1.1,203.5,Poor,2015,7,19,6,163.08,1
Kolkata,19-07-2015,29,511.3,112.5,43.1,141,10.4,6.05,48.4,166,197,Moderate,2015,7,19,6,159.56,1
Bangalore,19-07-2015,129.3,363.4,150.8,24.8,123.3,1.2,9.35,52.7,25.5,316.5,Very Poor,2015,7,19,6,119.14,1
Delhi,20-07-2015,468.6,120.6,181.9,26.9,35,11.8,8.59,81.7,56.4,182.3,Moderate,2015,7,20,0,150.84,1
Mumbai,20-07-2015,399.8,181.7,97.1,11,105.7,2,7.73,92.4,22.6,171.6,Moderate,2015,7,20,0,141.5,1
Chennai,20-07-2015,147.2,576.7,148.9,35.7,105.9,33.1,9.56,38.1,6.7,321.1,Very Poor,2015,7,20,0,160.88,1
Kolkata,20-07-2015,218.6,48,100.4,148.2,230.3,45.9,6.09,14,149.7,375.9,Very Poor,2015,7,20,0,115.7,1
Bangalore,20-07-2015,139.8,45.3,124.5,11.7,103.3,44.6,2.94,71.2,108.4,315.4,Very Poor,2015,7,20,0,75.28,1
Delhi,21-07-2015,408.1,394.5,114.2,18.5,80.9,15.5,7.08,34.4,101.4,355.5,Very Poor,2015,7,21,1,191.38,1
Mumbai,21-07-2015,462.4,381.6,192.6,12.9,24,27.5,2.65,88.2,183.2,339.3,Very Poor,2015,7,21,1,225.66,1
Chennai,21-07-2015,449.4,167.4,52.7,120.7,196.5,49.5,5.55,83.6,44,145.1,Moderate,2015,7,21,1,173.02,1
Kolkata,21-07-2015,482.9,450.7,92.8,14.2,0.1,10.9,3.24,2.1,188.6,429.3,Severe,2015,7,21,1,227.7,1
Bangalore,21-07-2015,83,230.5,196.4,24.7,189.3,7.1,2.1,44.3,112,187,Moderate,2015,7,21,1,98.9,1
Delhi,22-07-2015,387.4,17.6,9.3,66.6,147.3,41.3,2.4,67,199.4,278.2,Poor,2015,7,22,2,147.6,1
Mumbai,22-07-2015,100.3,31.9,32.1,77.1,51.6,25.7,4.19,63.4,152.1,232.7,Poor,2015,7,22,2,84.96,1
Chennai,22-07-2015,336.9,471.6,2.4,99.5,243.7,49.8,3.59,80.3,118.9,486.9,Severe,2015,7,22,2,221.44,1
Kolkata,22-07-2015,287.7,20.8,152.3,99.2,226.1,49.6,5.01,7.3,66.5,437.7,Severe,2015,7,22,2,96.3,1
Bangalore,22-07-2015,308,105.3,77.6,21.4,219.5,5.1,4.87,33.9,35.4,458,Severe,2015,7,22,2,100.8,1
Delhi,23-07-2015,473.2,120.1,150,14.4,129.8,46.7,8.7,15.7,81.8,183.7,Moderate,2015,7,23,3,141.04,1
Mumbai,23-07-2015,138.7,273.3,77.4,14.2,169,17,2.26,10.5,161.9,314.6,Very Poor,2015,7,23,3,119.72,1
Chennai,23-07-2015,404.2,464.1,87.3,19.2,7.7,41.5,2.44,92.1,186.3,448.5,Severe,2015,7,23,3,233.18,1
Kolkata,23-07-2015,38.9,143.4,118.7,27.9,17,48.1,4.95,62.4,166.8,198.2,Moderate,2015,7,23,3,87.88,1
Bangalore,23-07-2015,214.4,593.2,23.6,54.6,27.6,0.5,1.05,79.2,154,372.7,Very Poor,2015,7,23,3,219.08,1
Delhi,24-07-2015,117.6,457.1,147.6,102.9,207.5,43.9,1.58,36.2,194.3,438.4,Severe,2015,7,24,4,181.62,1
Mumbai,24-07-2015,135.1,162,24,11.5,60.3,25,4.64,66.8,191.2,311.8,Very Poor,2015,7,24,4,113.32,1
Chennai,24-07-2015,63,538.1,150.9,107.8,97.2,25,7.45,88.6,36.4,168,Moderate,2015,7,24,4,166.78,1
Kolkata,24-07-2015,112.2,190,107.5,111,147.2,19.5,4.46,80.6,124.9,273.4,Poor,2015,7,24,4,123.74,1
Bangalore,24-07-2015,430.4,554.9,55.4,145.3,117.1,38.5,7.6,76.3,191.4,257.9,Poor,2015,7,24,4,279.66,-1
Delhi,25-07-2015,98.1,136.3,76.9,19.9,123,36.6,10,32.3,58.3,225.2,Poor,2015,7,25,5,68.98,1
Mumbai,25-07-2015,315.8,575.4,53,142.1,223.5,44.3,4.65,69.3,80.6,465.8,Severe,2015,7,25,5,236.64,1
Chennai,25-07-2015,27.2,409.6,49,40.8,111.1,39.5,4.2,21.9,0.6,374.4,Very Poor,2015,7,25,5,100.02,1
Kolkata,25-07-2015,316.5,105.4,4.6,81.1,169.9,32.3,5.2,10.8,131,466.5,Severe,2015,7,25,5,128.96,1
Bangalore,25-07-2015,93.6,324.6,40.7,13.6,114.8,34.9,5.97,22.4,64.9,274.6,Poor,2015,7,25,5,103.82,1
Delhi,26-07-2015,347.7,159.1,28.3,125.8,201.7,11.5,6.09,3.9,55.4,497.7,Severe,2015,7,26,6,138.38,1
Mumbai,26-07-2015,263.1,271.6,137.9,71.6,131.4,42.7,5.87,22.3,185.6,413.1,Severe,2015,7,26,6,162.84,1
Chennai,26-07-2015,434.7,431.3,122.9,108.9,237.5,29.8,7.99,81.4,63.9,401.4,Severe,2015,7,26,6,224.04,1
Kolkata,26-07-2015,415.9,300,174.9,87.6,209.5,26.4,5.27,48,175.5,250,Poor,2015,7,26,6,205.4,1
Bangalore,26-07-2015,193.6,424.2,26.2,142.5,43.9,18.2,6.36,98.6,57.1,392.7,Very Poor,2015,7,26,6,183.2,1
Delhi,27-07-2015,125.6,267,156.5,44.1,102,19,4.75,65.2,73.8,304.5,Very Poor,2015,7,27,0,115.14,1
Mumbai,27-07-2015,499.8,333.5,176.2,92.2,105.2,2.7,1.71,54.9,1.1,283.5,Poor,2015,7,27,0,196.3,1
Chennai,27-07-2015,492.5,124.4,104.5,14.2,168.2,20,4.8,51.6,78.9,134.8,Moderate,2015,7,27,0,152.32,1
Kolkata,27-07-2015,12,389,91.7,131.5,212.8,8,3.42,89.5,21.4,348.6,Very Poor,2015,7,27,0,128.68,1
Bangalore,27-07-2015,35.8,568.7,196.9,117.1,19.7,32.1,0.19,85.9,170.7,205.3,Poor,2015,7,27,0,195.64,1
Delhi,28-07-2015,301.5,459.2,76.4,67.8,189,45.6,2.12,26.8,89.3,451.5,Severe,2015,7,28,1,188.92,1
Mumbai,28-07-2015,481.4,485.6,21.3,48.4,63.2,24.4,8.05,49.2,84.4,479.3,Severe,2015,7,28,1,229.8,1
Chennai,28-07-2015,462.1,588,153.7,121,150,16.2,6.55,15.1,1.1,156.8,Moderate,2015,7,28,1,237.46,-1
Kolkata,28-07-2015,195.4,34.2,195,119.6,245,3.2,8.01,90.9,172.8,358.1,Very Poor,2015,7,28,1,122.58,1
Bangalore,28-07-2015,374.2,190.8,24.2,27.1,217.7,2.8,3.95,34.7,111.4,160.7,Moderate,2015,7,28,1,147.64,1
Delhi,29-07-2015,444.5,166.7,167.3,119.6,215.1,47.4,4.53,81.3,7.2,144.7,Moderate,2015,7,29,2,163.86,1
Mumbai,29-07-2015,116.9,381.1,63.6,32.7,238,23,5.59,13.4,64.5,338.7,Very Poor,2015,7,29,2,121.72,1
Chennai,29-07-2015,97.7,476.2,176.3,134.4,74.5,41.5,2.11,9.8,106.9,465.9,Severe,2015,7,29,2,165,1
Kolkata,29-07-2015,159.2,552.5,196,97.7,171.5,33.5,9.7,69.4,120.5,330.3,Very Poor,2015,7,29,2,199.86,1
Bangalore,29-07-2015,93.7,530,153.1,127.3,112.8,49,7.01,15.4,125,210.2,Poor,2015,7,29,2,178.28,1
Delhi,30-07-2015,276.7,314.8,129.3,46.3,130.1,38.3,2.74,59.1,64.2,426.7,Severe,2015,7,30,3,152.22,1
Mumbai,30-07-2015,489.8,375.7,25.5,90.4,79.5,36.1,3.23,96.3,153.7,332,Very Poor,2015,7,30,3,241.18,1
Chennai,30-07-2015,28.7,189.2,103,139.5,64.4,23,1.53,65.8,39.2,159.6,Moderate,2015,7,30,3,92.48,1
Kolkata,30-07-2015,417.1,495,97.4,28.3,198.6,19.9,3.11,96.6,53.5,492.8,Severe,2015,7,30,3,218.1,1
Bangalore,30-07-2015,479.3,177.6,134.3,97.9,177.2,26.8,9.99,19.2,111.1,199.9,Moderate,2015,7,30,3,177.02,1
Delhi,31-07-2015,26.4,168.6,142.1,126.6,157.2,15.2,0.15,62.5,101.9,146.6,Moderate,2015,7,31,4,97.2,1
Mumbai,31-07-2015,124.7,109.4,114.4,87.6,166.5,47,6.14,3,123.3,303.8,Very Poor,2015,7,31,4,89.6,1
Chennai,31-07-2015,18.9,589.8,103.8,133,154,26.8,3.88,52.7,42.7,153,Moderate,2015,7,31,4,167.42,1
Kolkata,31-07-2015,43.9,216,57.6,72.5,58.2,4.2,5.98,28.1,4.8,177.4,Moderate,2015,7,31,4,73.06,1
Bangalore,31-07-2015,68.9,250.7,166.9,0.7,49.7,33.2,3.94,98.3,50.5,128,Moderate,2015,7,31,4,93.82,1
Delhi,01-08-2015,361.4,542.4,165.6,12.5,206.3,9.2,4.73,0.9,63.6,134,Moderate,2015,8,1,5,196.16,1
Mumbai,01-08-2015,453.6,147.4,32.1,123.1,128.1,18.2,1.68,48.7,29.3,143.1,Moderate,2015,8,1,5,160.42,1
Chennai,01-08-2015,9.2,364.6,158.3,28.8,151.1,31.9,0.33,45.3,30.9,318,Very Poor,2015,8,1,5,95.76,1
Kolkata,01-08-2015,286.2,277.7,72.2,25,194.9,9,9.19,75.2,21.8,436.2,Severe,2015,8,1,5,137.18,1
Bangalore,01-08-2015,178.4,522.7,98.3,82.4,243.6,42.7,0.38,5.8,79.5,345.1,Very Poor,2015,8,1,5,173.76,1
Delhi,02-08-2015,469.7,134.2,65,40.4,16.1,45.8,2.34,73.4,82.8,123.1,Moderate,2015,8,2,6,160.1,1
Mumbai,02-08-2015,331.5,50,15.8,72.2,191.1,25.7,6.17,74.8,194.5,481.5,Severe,2015,8,2,6,144.6,1
Chennai,02-08-2015,489.7,279.1,182.7,7.7,37.4,46.3,9.52,70.5,75.9,229.1,Poor,2015,8,2,6,184.58,1
Kolkata,02-08-2015,157.9,137.8,8.2,113.1,198.3,21.7,1.49,99.7,87.5,329.3,Very Poor,2015,8,2,6,119.2,1
Bangalore,02-08-2015,460.8,255.9,70.3,123.3,211.5,42.7,2.59,49.2,71.9,205.9,Poor,2015,8,2,6,192.22,1
Delhi,03-08-2015,152.4,567.3,132,136.3,52.8,43.3,7.47,49.1,118.5,325.1,Very Poor,2015,8,3,0,204.72,1
Mumbai,03-08-2015,88.8,305.6,192,19.3,30.3,46.2,3.36,53.5,165.1,255.6,Poor,2015,8,3,0,126.46,1
Chennai,03-08-2015,446.5,581.7,6.8,145.2,1.9,24.6,7.01,17.2,112.6,165.2,Moderate,2015,8,3,0,260.64,-1
Kolkata,03-08-2015,445.7,395.2,151.3,59.8,63.7,12.5,5.65,45.6,144.9,356.4,Very Poor,2015,8,3,0,218.24,1
Bangalore,03-08-2015,355.4,519.4,62,22.2,97.7,49.9,8.73,27.2,113.6,184.1,Moderate,2015,8,3,0,207.56,1
Delhi,04-08-2015,217.7,223,62.4,114.5,211.5,25.7,0.79,87,64.8,375.2,Very Poor,2015,8,4,1,141.4,1
Mumbai,04-08-2015,218.8,76.6,121.8,118.7,1.5,20.5,2.39,78.2,89.1,376.1,Very Poor,2015,8,4,1,116.28,1
Chennai,04-08-2015,397.2,272.7,23.1,87.2,55.2,16.8,7.86,86.4,116.2,222.7,Poor,2015,8,4,1,191.94,1
Kolkata,04-08-2015,300.6,373.3,174.1,134.4,84.1,18.1,9.66,96.9,36.1,450.6,Severe,2015,8,4,1,188.26,1
Bangalore,04-08-2015,470.9,189.1,128.7,25,70.3,39.3,2.75,16.2,56.2,159.5,Moderate,2015,8,4,1,151.48,1
Delhi,05-08-2015,35.7,316.1,83.5,92.7,0.1,15.7,1.12,62,51.9,266.1,Poor,2015,8,5,2,111.68,1
Mumbai,05-08-2015,310.7,592.6,8.6,120.7,237,46.3,8.28,95.1,95.7,460.7,Severe,2015,8,5,2,242.96,1
Chennai,05-08-2015,29.4,332.9,183.3,102.5,87.3,35.6,7.1,54.8,20.3,282.9,Poor,2015,8,5,2,107.98,1
Kolkata,05-08-2015,438.2,446.5,94.5,80.8,110.7,47.1,0.51,11,74.5,423.2,Severe,2015,8,5,2,210.2,1
Bangalore,05-08-2015,62.1,593.6,26.1,138.3,51.1,46.7,1.04,41.9,54.8,158.3,Moderate,2015,8,5,2,178.14,1
Delhi,06-08-2015,110.5,589.1,80.9,53.8,62.1,47.8,5.58,92.6,191.1,267.6,Poor,2015,8,6,3,207.42,1
Mumbai,06-08-2015,446.6,45.4,20.1,19.9,161.4,20.9,2.01,34.9,70.3,70.3,Satisfactory,2015,8,6,3,123.42,1
Chennai,06-08-2015,20.8,566.7,8.7,29.5,115.7,43.1,5.86,89.3,58.2,148.1,Moderate,2015,8,6,3,152.9,1
Kolkata,06-08-2015,424.6,320.6,80.3,138,147.3,40.3,2.76,28.1,113.5,270.6,Poor,2015,8,6,3,204.96,1
Bangalore,06-08-2015,484.7,591.3,90.8,4.6,218.5,38.3,7.27,22.3,90.4,165.8,Moderate,2015,8,6,3,238.66,-1
Delhi,07-08-2015,401.4,80.8,187.9,25.7,94.9,45.2,7.52,88,45.1,168.9,Moderate,2015,8,7,4,128.2,1
Mumbai,07-08-2015,121.9,8,18.6,33.2,191.6,47.2,2.1,54.4,130,301.7,Very Poor,2015,8,7,4,69.5,1
Chennai,07-08-2015,477,172.8,46.1,64,124,6.6,5.65,59.9,162.5,191.9,Moderate,2015,8,7,4,187.24,1
Kolkata,07-08-2015,16.1,115.3,110.5,140.2,33.1,1,5.43,31.9,46.1,160.2,Moderate,2015,8,7,4,69.92,1
Bangalore,07-08-2015,328,510.8,17.7,30.6,80.9,37.9,2.52,67.5,126,478,Severe,2015,8,7,4,212.58,1
Delhi,08-08-2015,454.1,440.9,97.3,95.4,8.8,33.1,9.36,45.6,38.6,415.2,Severe,2015,8,8,5,214.92,1
Mumbai,08-08-2015,460,168.1,31.7,70,130,27.6,0.17,23.9,166.2,197.3,Moderate,2015,8,8,5,177.64,1
Chennai,08-08-2015,383.2,503.6,98.4,141.9,50.6,41.6,0.84,52.1,17.2,161.9,Moderate,2015,8,8,5,219.6,1
Kolkata,08-08-2015,241.7,492.6,132.1,119.3,213.4,32.5,3.18,23.8,20.6,489.4,Severe,2015,8,8,5,179.6,1
Bangalore,08-08-2015,276.6,232.5,148.5,86.7,125.7,20,4.4,43.2,8.1,426.6,Severe,2015,8,8,5,129.42,1
Delhi,09-08-2015,219.3,592.3,45.1,12.6,36.5,25.5,8.58,10.7,191.1,376.4,Very Poor,2015,8,9,6,205.2,1
Mumbai,09-08-2015,457.9,547.8,3.9,80.3,20.9,49.5,1.57,31,170.8,205.6,Poor,2015,8,9,6,257.56,1
Chennai,09-08-2015,317.2,589.6,198.2,120.9,238.1,12.8,5.96,22.3,42.9,467.2,Severe,2015,8,9,6,218.58,1
Kolkata,09-08-2015,16.6,118.8,167.4,87.8,127.2,15.3,3.74,54.8,49.1,121.6,Moderate,2015,8,9,6,65.42,1
Bangalore,09-08-2015,236.4,301.8,191.9,47.5,72.5,33.3,0.34,70.4,58.2,389.6,Very Poor,2015,8,9,6,142.86,1
Delhi,10-08-2015,414.2,250.6,11.2,68.3,74.4,12.4,3.24,17.3,92.1,115.3,Moderate,2015,8,10,0,168.5,1
Mumbai,10-08-2015,277.2,173,120.1,32.7,98.2,24.7,3.01,76.1,160.1,427.2,Severe,2015,8,10,0,143.82,1
Chennai,10-08-2015,359.1,591.6,138.5,78.3,218.9,7.6,8.68,17.5,5.3,183.5,Moderate,2015,8,10,0,210.36,1
Kolkata,10-08-2015,142.3,428.9,188.7,12,92,43.6,6.38,57,68.8,398.6,Very Poor,2015,8,10,0,141.8,1
Bangalore,10-08-2015,227.6,203.6,172.2,136.9,114.5,9.4,8.49,0.6,180.6,382.8,Very Poor,2015,8,10,0,149.86,1
Delhi,11-08-2015,216.7,150.3,4.6,146.7,168.3,47.8,1.89,99.9,122.1,374.4,Very Poor,2015,8,11,1,147.14,1
Mumbai,11-08-2015,99.6,168.3,44.7,84.2,195.8,30.2,7.8,95.7,170.9,230.4,Poor,2015,8,11,1,123.74,1
Chennai,11-08-2015,413.7,210.2,98.9,83.3,69.4,11.4,5.64,64.7,17.3,173.6,Moderate,2015,8,11,1,157.84,1
Kolkata,11-08-2015,118.3,311.7,123.3,3,15.8,42.8,8.87,64.1,42.2,294.2,Poor,2015,8,11,1,107.86,1
Bangalore,11-08-2015,221.9,251.5,38.9,61.7,9.2,40.9,4.59,47.4,11.2,378.4,Very Poor,2015,8,11,1,118.74,1
Delhi,12-08-2015,133.7,526.2,109.3,143.4,140.5,29.6,7,77.3,134.4,310.7,Very Poor,2015,8,12,2,203,1
Mumbai,12-08-2015,328.3,433.3,92,6.7,94.3,38.8,0.75,16.1,71.8,478.3,Severe,2015,8,12,2,171.24,1
Chennai,12-08-2015,47.5,426.9,25.1,135.6,142.8,28.2,5.53,99.8,13.8,396.1,Very Poor,2015,8,12,2,144.72,1
Kolkata,12-08-2015,475.5,463.6,130.4,143.1,173.2,40.7,5.99,60.4,31.7,447.8,Severe,2015,8,12,2,234.86,1
Bangalore,12-08-2015,305.5,247,29.8,95.7,53.8,12.6,1.64,5.1,70.8,455.5,Severe,2015,8,12,2,144.82,1
Delhi,13-08-2015,101.3,80.8,193.2,141.8,189.4,21.6,6.45,48.8,12.1,236.2,Poor,2015,8,13,3,76.96,1
Mumbai,13-08-2015,82.7,238.5,57.5,30,206.5,27.7,7.25,15.2,44.7,192.4,Moderate,2015,8,13,3,82.22,1
Chennai,13-08-2015,409.4,235.7,115.9,111,5,21.4,2.02,5.5,164.4,194.7,Moderate,2015,8,13,3,185.2,1
Kolkata,13-08-2015,244,244.5,14,55.8,25.6,44.7,3.45,46.5,152.1,395.4,Very Poor,2015,8,13,3,148.58,1
Bangalore,13-08-2015,488.8,278,178,44.4,208.4,5,8.73,41.1,65.8,228,Poor,2015,8,13,3,183.62,1
Delhi,14-08-2015,137.5,103.3,26.2,114.5,69.4,22.6,1.76,71.1,120,313.7,Very Poor,2015,8,14,4,109.28,1
Mumbai,14-08-2015,412.4,126.4,119.4,143.7,60,39.7,7.17,17.4,52.2,164.5,Moderate,2015,8,14,4,150.42,1
Chennai,14-08-2015,209.2,109.3,144.1,50.7,140.2,26.8,9.99,38.6,19.6,368.7,Very Poor,2015,8,14,4,85.48,1
Kolkata,14-08-2015,244,338.7,159.9,91,199.2,3.4,7.1,19.2,104.1,395.4,Very Poor,2015,8,14,4,159.4,1
Bangalore,14-08-2015,39.8,541.1,78.6,106.7,109.6,10.5,6.32,51.6,147.7,170,Moderate,2015,8,14,4,177.38,1
Delhi,15-08-2015,283.7,544.1,13.6,82.4,96.6,29.4,8.9,35.1,43.1,433.7,Severe,2015,8,15,5,197.68,1
Mumbai,15-08-2015,66.4,311.5,125.6,45.9,188.4,4.2,4.69,62.4,117.4,261.5,Poor,2015,8,15,5,120.72,1
Chennai,15-08-2015,426.6,168.7,11.9,85.7,129,37.8,0.47,2.1,90,146,Moderate,2015,8,15,5,154.62,1
Kolkata,15-08-2015,49.9,449.8,55.3,102.7,95.5,42.7,3.01,98.1,195.4,428,Severe,2015,8,15,5,179.18,1
Bangalore,15-08-2015,305.7,223,15.1,66.8,245.7,7,5.33,1.4,112.6,455.7,Severe,2015,8,15,5,141.9,1
Delhi,16-08-2015,371.7,140,45.3,56.6,229.1,32.9,2.47,33.9,16.6,126.9,Moderate,2015,8,16,6,123.76,1
Mumbai,16-08-2015,369.5,292.8,159.8,99.2,159,9.3,6.74,72.1,21.8,242.8,Poor,2015,8,16,6,171.08,1
Chennai,16-08-2015,318.5,537,104.1,110.5,45.4,8.7,8.21,42.4,194.8,468.5,Severe,2015,8,16,6,240.64,1
Kolkata,16-08-2015,348.6,442.9,129.5,29.2,118.4,10.3,2.93,0.6,183,498.6,Severe,2015,8,16,6,200.86,1
Bangalore,16-08-2015,7.2,160.6,63.2,46.5,35.9,46.2,9.1,88.2,165.7,196.6,Moderate,2015,8,16,6,93.64,1
Delhi,17-08-2015,464.5,150.6,187.2,19.7,111.3,32.3,6.81,65.2,195.9,269.3,Poor,2015,8,17,0,179.18,1
Mumbai,17-08-2015,475.5,282.5,179.7,30.4,163.9,49.6,2.91,46.8,15.8,232.5,Poor,2015,8,17,0,170.2,1
Chennai,17-08-2015,236.1,180.4,145.5,111.5,65.5,26.8,3.56,91.1,197.4,389.3,Very Poor,2015,8,17,0,163.3,1
Kolkata,17-08-2015,123.1,144.5,143.9,130.1,201.3,20.5,9.51,55.6,92.9,302.6,Very Poor,2015,8,17,0,109.24,1
Bangalore,17-08-2015,393.5,88.9,108.2,96.8,236.8,36.5,2.66,7.4,102.9,116.8,Moderate,2015,8,17,0,137.9,1
Delhi,18-08-2015,178.8,110.4,17.3,10.6,11.2,37.4,6.94,11.4,195.9,345.4,Very Poor,2015,8,18,1,101.42,1
Mumbai,18-08-2015,128.7,557.3,185.1,93.3,148.6,5.7,2.71,12.7,194.3,306.9,Very Poor,2015,8,18,1,197.26,1
Chennai,18-08-2015,38.2,37.7,160.3,28.4,33.5,2.5,3.33,89,35.7,116.4,Moderate,2015,8,18,1,45.8,-1
Kolkata,18-08-2015,114.6,477.6,186.9,109.1,33.3,5.5,9.33,96.7,6.8,467.9,Severe,2015,8,18,1,160.96,1
Bangalore,18-08-2015,492.6,492.4,56.2,16,227.3,33.5,0.45,0.3,190.9,489.1,Severe,2015,8,18,1,238.44,-1
Delhi,19-08-2015,198.1,107.7,169.1,11.5,194.6,44,1.33,4.9,50.9,360.2,Very Poor,2015,8,19,2,74.62,1
Mumbai,19-08-2015,215.9,113.1,194.2,23.8,90.5,3.8,9.2,17.9,40.1,373.8,Very Poor,2015,8,19,2,82.16,1
Chennai,19-08-2015,103.2,469.3,47,6.2,143.8,43.9,5.19,86.9,27.8,456,Severe,2015,8,19,2,138.68,1
Kolkata,19-08-2015,217.5,480.1,66.4,83.4,50.4,11.1,2.29,14.4,173.2,471.4,Severe,2015,8,19,2,193.72,1
Bangalore,19-08-2015,92.1,485,165.7,11.6,106.5,22.2,2.33,63.6,111.8,478.5,Severe,2015,8,19,2,152.82,1
Delhi,20-08-2015,439.2,64.7,100.9,116.3,58.7,48.8,1.15,13.8,17.5,136.3,Moderate,2015,8,20,3,130.3,1
Mumbai,20-08-2015,439.9,254.4,46.1,145.2,33.9,20.8,1.38,94.7,115.1,204.4,Poor,2015,8,20,3,209.86,1
Chennai,20-08-2015,270.7,413.6,178.4,84.7,189.9,16,2.25,90,11.6,420.7,Severe,2015,8,20,3,174.12,1
Kolkata,20-08-2015,118.3,276.4,73.5,105.9,123.4,26.6,6.59,39.5,172.9,294.2,Poor,2015,8,20,3,142.6,1
Bangalore,20-08-2015,462.6,428.9,12.9,10.8,101,23.4,1.21,88.2,86.8,398.6,Very Poor,2015,8,20,3,215.46,1
Delhi,21-08-2015,117.9,251.7,56.1,43.7,35.9,28.2,4.04,2.4,24.8,292.8,Poor,2015,8,21,4,88.1,1
Mumbai,21-08-2015,54,241.5,85.6,145.2,49.8,43.4,7.89,46.6,109.6,194.4,Moderate,2015,8,21,4,119.38,1
Chennai,21-08-2015,438.7,316.8,87,118.6,85.7,19.2,9.11,29.2,96.3,266.8,Poor,2015,8,21,4,199.92,1
Kolkata,21-08-2015,230.3,208.1,118.3,128.2,144.5,5.7,4.83,57.5,161.6,384.9,Very Poor,2015,8,21,4,157.14,1
Bangalore,21-08-2015,154.1,105.4,175.3,40.7,96.1,4.3,2.32,65.8,97.2,326.4,Very Poor,2015,8,21,4,92.64,1
Delhi,22-08-2015,100.9,564.1,140.9,79.7,170.1,39.9,3.81,36,104.8,234.8,Poor,2015,8,22,5,177.1,1
Mumbai,22-08-2015,38,350.8,57,116.3,43.8,23.7,7.87,45,154.1,179.5,Moderate,2015,8,22,5,140.84,1
Chennai,22-08-2015,102.2,394.2,34,107.5,204.4,48.4,7.89,10.2,13.9,355.1,Very Poor,2015,8,22,5,125.6,1
Kolkata,22-08-2015,1.9,77.9,93.5,33,55.4,14.2,5.3,32,103.9,141.1,Moderate,2015,8,22,5,49.74,1
Bangalore,22-08-2015,82.2,178,138.5,145.7,28.9,16.6,9.92,94.6,182,234,Poor,2015,8,22,5,136.5,1
Delhi,23-08-2015,286.9,358.6,99.7,38.3,197.4,41.2,0.86,27.5,122.6,436.9,Severe,2015,8,23,6,166.78,1
Mumbai,23-08-2015,86.9,480.9,30.3,20.4,233.6,20.6,2.62,73.2,23.1,472.6,Severe,2015,8,23,6,136.9,1
Chennai,23-08-2015,75.6,370.3,19.4,43.1,161.1,23.8,9.34,71.4,131.3,325.2,Very Poor,2015,8,23,6,138.34,1
Kolkata,23-08-2015,290,504.1,171.4,96.9,46,8.6,9.1,8.6,112.6,440,Severe,2015,8,23,6,202.44,1
Bangalore,23-08-2015,429.9,473.4,30.2,20.5,184.8,49.9,4.18,67.6,50.3,461.8,Severe,2015,8,23,6,208.34,1
Delhi,24-08-2015,246.1,35.8,28.8,106.1,85.6,47.7,7.45,22.9,41.1,397,Very Poor,2015,8,24,0,90.4,1
Mumbai,24-08-2015,51.4,468.6,122,74.6,216.8,6.9,2.3,89.7,93,454.9,Severe,2015,8,24,0,155.46,1
Chennai,24-08-2015,45,203,119.8,140.2,2.7,39.9,2.04,12.1,35.2,168.8,Moderate,2015,8,24,0,87.1,1
Kolkata,24-08-2015,373.1,159.4,12.5,45.5,1.3,35.5,0.27,45.1,108.1,139.8,Moderate,2015,8,24,0,146.24,1
Bangalore,24-08-2015,50.6,528.2,90.7,72.5,205.1,39.7,4.2,39.6,131.6,146.2,Moderate,2015,8,24,0,164.5,1
Delhi,25-08-2015,217.9,540.4,108.5,85.5,73.7,45,9.14,6.4,73,375.4,Very Poor,2015,8,25,1,184.64,1
Mumbai,25-08-2015,437,160.3,186.5,99.6,34.6,8.6,4.83,66.8,25.7,140.4,Moderate,2015,8,25,1,157.88,1
Chennai,25-08-2015,493.6,369.6,126.9,121.8,219.7,44.6,4.7,31.5,168.8,324.3,Very Poor,2015,8,25,1,237.06,1
Kolkata,25-08-2015,223.6,179.4,60.4,52.1,210.5,46,6.27,34.4,109.1,379.7,Very Poor,2015,8,25,1,119.72,1
Bangalore,25-08-2015,75.4,558.9,1.7,119.8,134,49.9,4.54,53,188.4,250.2,Poor,2015,8,25,1,199.1,1
Delhi,26-08-2015,326,560.3,94.4,66.6,223.6,35.1,1.02,87.5,115.1,476,Severe,2015,8,26,2,231.1,1
Mumbai,26-08-2015,340.6,162.2,32.3,88.6,84.2,42.9,5.96,1.3,34.4,490.6,Severe,2015,8,26,2,125.42,1
